session;landmark_id;id;date;year;month;day;clan;utme;utmn;category;dob;dengrad
s10152;Mindy's_Den;cstz;2013-07-29;2013;07;29;serenan;721772;9847129;cd;2013-04-16;2014-04-16
s10159;Mindy's_Den;cstz;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-04-16;2014-04-16
s10159;Mindy's_Den;jude;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2012-11-17;2013-09-12
s10159;Mindy's_Den;mchl;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2012-11-17;2013-11-17
s10159;Mindy's_Den;rama;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-01-08;2013-09-29
s10162;Mindy's_Den;cstz;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-04-16;2014-04-16
s10164;Mindy's_Den;jude;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2012-11-17;2013-09-12
s10164;Mindy's_Den;rama;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-01-08;2013-09-29
s10164;Mindy's_Den;mchl;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2012-11-17;2013-11-17
s10164;Mindy's_Den;slim;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-01-14;2014-01-14
s10164;Mindy's_Den;cstz;2013-07-30;2013;07;30;serenan;721772;9847129;cd;2013-04-16;2014-04-16
s10166;DeGaulle_Den;spud;2013-07-31;2013;07;31;serenan;723652;9844975;cd;2012-11-06;2013-11-06
s10168;DeGaulle_Den;slim;2013-07-31;2013;07;31;serenan;723652;9844975;cd;2013-01-14;2014-01-14
s10168;DeGaulle_Den;spud;2013-07-31;2013;07;31;serenan;723652;9844975;cd;2012-11-06;2013-11-06
s10181;Holy_Grail_Den;swag;2013-07-31;2013;07;31;happyzebra;719087;9840152;cd;2012-08-01;2013-08-05
s10181;Holy_Grail_Den;ando;2013-07-31;2013;07;31;happyzebra;719087;9840152;cd;2013-02-16;2013-10-06
s10181;Holy_Grail_Den;dara;2013-07-31;2013;07;31;happyzebra;719087;9840152;cd;2013-02-16;2014-02-16
s10181;Holy_Grail_Den;clay;2013-07-31;2013;07;31;happyzebra;719087;9840152;cd;2013-01-23;2013-09-14
s10181;Holy_Grail_Den;jlyr;2013-07-31;2013;07;31;happyzebra;719087;9840152;cd;2012-08-01;2013-08-05
s1021;Rocky_Point_Den;boom;2010-04-08;2010;04;08;happyzebra;716191;9842646;cd;2010-02-16;2010-11-26
s1021;Rocky_Point_Den;kata;2010-04-08;2010;04;08;happyzebra;716191;9842646;cd;2010-02-16;2010-11-23
s1026;Rocky_Point_Den;kata;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2010-02-16;2010-11-23
s1026;Rocky_Point_Den;boom;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2010-02-16;2010-11-26
s1027;Rocky_Point_Den;ctop;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2009-11-30;2010-11-30
s1027;Rocky_Point_Den;ring;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2009-11-30;2010-11-16
s1027;Rocky_Point_Den;boom;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2010-02-16;2010-11-26
s1027;Rocky_Point_Den;kata;2010-04-13;2010;04;13;happyzebra;716191;9842646;cd;2010-02-16;2010-11-23
s1028;Rocky_Point_Den;ctop;2010-04-14;2010;04;14;happyzebra;716191;9842646;cd;2009-11-30;2010-11-30
s1028;Rocky_Point_Den;ring;2010-04-14;2010;04;14;happyzebra;716191;9842646;cd;2009-11-30;2010-11-16
s10287;National_Cornchip_Day_Den;crim;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10287;National_Cornchip_Day_Den;drp;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-11-05;2013-11-05
s10287;National_Cornchip_Day_Den;lady;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-11-17;2013-06-27
s10287;National_Cornchip_Day_Den;strm;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10287;National_Cornchip_Day_Den;ana;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-12-02;2013-06-26
s10287;National_Cornchip_Day_Den;uzi;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-08-21;2013-07-01
s10287;National_Cornchip_Day_Den;bilj;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10287;National_Cornchip_Day_Den;rmon;2013-02-13;2013;02;13;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10290;National_Cornchip_Day_Den;bilj;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10290;National_Cornchip_Day_Den;crim;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10290;National_Cornchip_Day_Den;koal;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-06-04;2013-04-22
s10290;National_Cornchip_Day_Den;strm;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10290;National_Cornchip_Day_Den;ana;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-12-02;2013-06-26
s10290;National_Cornchip_Day_Den;lady;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-11-17;2013-06-27
s10290;National_Cornchip_Day_Den;drp;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-11-05;2013-11-05
s10290;National_Cornchip_Day_Den;rmon;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10290;National_Cornchip_Day_Den;uzi;2013-02-14;2013;02;14;serenan;720449;9847591;cd;2012-08-21;2013-07-01
s10291;National_Cornchip_Day_Den;ana;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-12-02;2013-06-26
s10291;National_Cornchip_Day_Den;crim;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10291;National_Cornchip_Day_Den;rmon;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10291;National_Cornchip_Day_Den;lady;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-11-17;2013-06-27
s10291;National_Cornchip_Day_Den;uzi;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-08-21;2013-07-01
s10291;National_Cornchip_Day_Den;drp;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-11-05;2013-11-05
s10291;National_Cornchip_Day_Den;bilj;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10291;National_Cornchip_Day_Den;strm;2013-02-15;2013;02;15;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10291.1;Schiphol_Den;mchl;2013-02-15;2013;02;15;serenan;723441;9844921;cd;2012-11-17;2013-11-17
s10291.1;Schiphol_Den;jude;2013-02-15;2013;02;15;serenan;723441;9844921;cd;2012-11-17;2013-09-12
s10292.1;National_Cornchip_Day_Den;bilj;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10292.1;National_Cornchip_Day_Den;rmon;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10292.1;National_Cornchip_Day_Den;trni;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-07-04;2013-02-18
s10292.1;National_Cornchip_Day_Den;drp;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-11-05;2013-11-05
s10292.1;National_Cornchip_Day_Den;strm;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-09-30;2013-06-18
s10292.1;National_Cornchip_Day_Den;ana;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-12-02;2013-06-26
s10292.1;National_Cornchip_Day_Den;spcd;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-06-04;2013-06-04
s10292.1;National_Cornchip_Day_Den;uzi;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-08-21;2013-07-01
s10292.1;National_Cornchip_Day_Den;crim;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-07-29;2013-06-27
s10292.1;National_Cornchip_Day_Den;koal;2013-02-16;2013;02;16;serenan;720449;9847591;cd;2012-06-04;2013-04-22
s10294;National_Cornchip_Day_Den;ana;2013-02-16;2013;02;16;happyzebra;720449;9847591;cd;2012-12-02;2013-06-26
s10294;National_Cornchip_Day_Den;koal;2013-02-16;2013;02;16;happyzebra;720449;9847591;cd;2012-06-04;2013-04-22
s10294;National_Cornchip_Day_Den;bilj;2013-02-16;2013;02;16;happyzebra;720449;9847591;cd;2012-07-29;2013-06-27
s10294;National_Cornchip_Day_Den;drp;2013-02-16;2013;02;16;happyzebra;720449;9847591;cd;2012-11-05;2013-11-05
